"phenotype","symbol"
"Spastic paraplegia 27, autosomal recessive (2)","SPG27"
"Otospondylomegaepiphyseal dysplasia, autosomal dominant, 184840 (3)","OSMEDB"
"{Glioma susceptibility 1}, 137800 (3)","TP53"
"Craniofacial-deafness-hand syndrome, 122880 (3)","WS3"
"Ovarian carcinoma, somatic, 167000 (3)","ECAD"
"Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis (4)","AMMEC"
"Colon cancer, advanced, somatic, 114500 (3)","THC6"
"?Meckel syndrome 9, 614209 (3)","B9D1"
"?Amelogenesis imperfecta, type IIIB, 617607 (3)","AI3B"
"?Seckel syndrome 4, 613676 (3)","MCPH6"
"{Obesity, susceptibility to, BMIQ11}, 300306 (3)","SLC6A14"
"[Skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3)","HERC2"
"Cortical dysplasia, complex, with other brain malformations 3, 615411 (3)","KIF2A"
"?Orofacial cleft 10, 613705 (3)","SMT3"
"Cataract 47, juvenile, with microcornea, 612018 (3)","MCT12"
"Pituitary hormone deficiency, combined, 5, 182230 (3)","HESX1"
"{Meningioma}, 607174 (3)","GLM2"
"Hyperbilirubinemia, Rotor type, digenic, 237450 (3)","OATP1B1"
"Mental retardation, autosomal dominant 24, 615828 (3)","DEAF1"
"Pancreatic cancer, somatic 260350 (3)","TP53"
"[Blood group, Langereis system], 111600 (3)","DUH3"
"Metacarpal 4-5 fusion, 309630 (3)","FGF16"
"Immunodeficiency, common variable, 6, 613496 (3)","CVID6"
"Malouf syndrome, 212112 (3)","HGPS"
"Mitochondrial complex III deficiency, nuclear type 2, 615157 (3)","TTC19"
"{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)","HMAG"
"{Diabetes mellitus, insulin-dependent, 4} (2)","IDDM4"
"Epileptic encephalopathy, early infantile, 4, 612164 (3)","EIEE4"
"Hyperpigmentation with or without hypopigmentation, 145250 (3)","SHEP7"
"Muir-Torre syndrome, 158320 (3)","MLH1"
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153 (3)","FKRP"
"{Prostate cancer, susceptibility to}, 176807 (2)","KAI1"
"?Spinocerebellar ataxia, X-linked 1, 302500 (3)","PMCA3"
"Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3)","DFNB32"
"Doyne honeycomb degeneration of retina, 126600 (3)","EFEMP1"
"Occult macular dystrophy, 613587 (3)","RP1L1"
"?Mitochondrial complex IV deficiency, 220110 (3)","C12orf62"
"Mitochondrial DNA depletion syndrome 8B (MNGIE type), 612075 (3)","MTDPS8B"
"Glaucoma 1, open angle, M (2)","GLC1M"
"Leukodystrophy, hypomyelinating, 11, 616494 (3)","RPAC1"
"Mental retardation-hypotonic facies syndrome, X-linked, 309580 (3)","XNP"
"Neuropathy, hereditary, with or without age-related macular degeneration, 608895 (3)","HNARMD"
"Foveal hypoplasia 1, 136520 (3)","FVH1"
"Potocki-Lupski syndrome (4)","PTLS"
"{Diabetes mellitus, noninsulin-dependent}, 125853 (3)","GCGR"
"Microvillus inclusion disease, 251850 (3)","KIAA1119"
"?Sotos syndrome 3, 617169 (3)","APCL"
"Epiphyseal dysplasia, multiple, 1, 132400 (3)","PSACH"
"Perrault syndrome 4, 615300 (3)","LARS2"
"Epileptic encephalopathy, early infantile, 17, 615473 (3)","NEDIM"
"Spinal muscular atrophy-4, 271150 (3)","SMA4"
"{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)","HMN7B"
"{Prostate cancer, susceptibility to}, 176807 (3)","UVO"
"Cataract 32, multiple types (2)","CTRCT32"
"Leukocyte adhesion deficiency, type III, 612840 (3)","KIND3"
"Peeling skin syndrome 1, 270300 (3)","HTSS1"
"Alternating hemiplegia of childhood 2, 614820 (3)","AHC2"
"SADDAN, 616482 (3)","FGFR3"
"Brachycephaly, trichomegaly, and developmental delay, 617412 (3)","MCINS"
"Maple syrup urine disease, type Ia, 248600 (3)","BCKDHA"
"Lujan-Fryns syndrome, 309520 (3)","OKS"
"{Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 (3)","SPG10"
"Deafness, autosomal dominant 36, 606705 (3)","DFNB11"
"Corneal dystrophy, Fuchs endothelial, 4, 613268 (3)","SLC4A11"
"Ehlers-Danlos syndrome, musculocontractural type 1, 601776 (3)","EDSMC1"
"?Hypotrichosis 13, 615896 (3)","K6IRS1"
"Mitochondrial complex I deficiency, 252010 (3)","NUBPL"
"{Malaria, resistance to}, 611162 (3)","NOS2"
"Hydatidiform mole, recurrent, 1, 231090 (3)","NOD12"
"Tetralogy of Fallot, 187500 (3)","TACHD"
"Focal facial dermal dysplasia 3, Setleis type, 227260 (3)","BBRSAY"
"Autoimmune lymphoproliferative syndrome, type IB, 601859 (3)","FASLG"
"Night blindness, congenital stationary (complete), 1B, autosomal recessive, 257270 (3)","CSNB1B"
"Ovarian cancer, somatic, 167000 (3)","MCMTC"
"{Autism susceptibility 3} (2)","AUTS3"
"Mental retardation, autosomal dominant 52, 617796 (3)","KIAA1420"
"CINCA syndrome, 607115 (3)","PYPAF1"
"Orofaciodigital syndrome VI, 277170 (3)","CPLANE1"
"Thrombocytopenia 2, 188000 (3)","ANKRD26"
"?Camptosynpolydactyly, complex, 607539 (3)","CCSPD"
"?Spastic paraplegia 61, autosomal recessive, 615685 (3)","SPG61"
"Spastic paraplegia 5A, autosomal recessive, 270800 (3)","CYP7B1"
"Bile acid synthesis defect, congenital, 4, 214950 (3)","AMACR"
"Amelogenesis imperfecta, type IC, 204650 (3)","ENAM"
"Riboflavin deficiency, 615026 (3)","GPR172B"
"{Pregnancy loss, recurrent, susceptibility to, 1}, 614389 (3)","RPRGL1"
"Pancreatic and cerebellar agenesis, 609069 (3)","PACA"
"Chromosome 15q14 deletion syndrome (4)","C15DELq14"
"Acheiropody, 200500 (3)","THYP"
"Beare-Stevenson cutis gyrata syndrome, 123790 (3)","BEK"
"?Uruguay faciocardiomusculoskeletal syndrome, 300280 (3)","FHL1"
"Emery-Dreifuss muscular dystrophy 2, autosomal dominant, 181350 (3)","HGPS"
"Restrictive dermopathy, lethal, 275210 (3)","LMN1"
"Cortical dysplasia, complex, with other brain malformations 7, 610031 (3)","TUBB2B"
"Cutis laxa, autosomal recessive, type IIB, 612940 (3)","ARCL2B"
"Frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3)","NADGP"
"Hyaline fibromatosis syndrome, 228600 (3)","CMG2"
"Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3)","PEX1"
"Proteus syndrome, somatic, 176920 (3)","CWS6"
"Breast cancer, somatic, 114480 (3)","P53"
"Hyperlipoproteinemia, type III, 617347 (3)","LDLCQ5"
"{Microvascular complications of diabetes 3}, 612624 (3)","DCP1"
"Central core disease, 117000 (3)","CCO"
"Mental retardation, X-linked 1/78, 309530 (3)","MRX78"
"Aicardi-Goutieres syndrome 4, 610333 (3)","RNHIA"
"Epileptic encephalopathy, early infantile, 8, 300607 (3)","KIAA0424"
"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3)","DHFR"
"?Exudative vitreoretinopathy 6, 616468 (3)","RP72"
"Kosaki overgrowth syndrome, 616592 (3)","PDGFR"
"Split hand/foot malformation 2 (2)","SHFD2"
"Hemihypertrophy (2)","IH"
"?Retinitis pigmentosa 55, 613575 (3)","ARL6"
"Brown-Vialetto-Van Laere syndrome 1, 211530 (3)","RFT2"
"?Deafness, autosomal recessive 103, 616042 (3)","CLIC5"
"Spinocerebellar ataxia 11, 604432 (3)","SCA11"
"Growth hormone deficiency, isolated, type IV, 618157 (3)","IGHD4"
"Brachydactyly, type A1, D, 616849 (3)","AMDD"
"Glycogen storage disease IIIb, 232400 (3)","GDE"
"Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 (3)","RTN4IP1"
"Immunodeficiency-centromeric instability-facial anomalies syndrome 2, 614069 (3)","ZBTB24"
"Neuronopathy, distal hereditary motor, type VI, 604320 (3)","CMT2S"
"Heart-hand syndrome, Slovenian type, 610140 (3)","LMN1"
"Myeloperoxidase deficiency, 254600 (3)","MPO"
"?Nephrolithiasis, calcium oxalate, 167030 (3)","CAON"
"?Premature ovarian failure 2B, 300604 (3)","FLJ22792"
"Spherocytosis, type 4, 612653 (3)","EPB3"
"Epidermolysis bullosa simplex, Ogna type, 131950 (3)","EBSMD"
"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)","KRT1"
"Immunodeficiency 26, with or without neurologic abnormalities, 615966 (3)","HYRC1"
"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures, 617710 (3)","WARS2"
"{Parkinson disease, susceptibility to}, 168600 (3)","MTBT1"
"Epiphyseal dysplasia, multiple, 4, 226900 (3)","D5S1708"
"Neurodegeneration with brain iron accumulation 5, 300894 (3)","WDR45"
"Deafness, autosomal dominant 67, 616340 (3)","OSBPL2"
"Neurodevelopmental disorder with involuntary movements, 617493 (3)","EIEE17"
"Alazami syndrome, 615071 (3)","ALAZS"
"Lymphoproliferative syndrome, X-linked, 1, 308240 (3)","LYP"
"?Hypotrichosis 3, 613981 (3)","ADWH"
"Epiphyseal dysplasia, multiple, 4, 226900 (3)","DTD"
"Sclerosteosis 1, 269500 (3)","SOST"
"Neuronopathy, distal hereditary motor, type VI, 604320 (3)","SMARD1"
"Surfactant metabolism dysfunction, pulmonary, 1, 265120 (3)","SMDP1"
"Deafness, autosomal recessive 3, 600316 (3)","MYO15A"
"{Breast cancer, susceptibility to}, 114480 (3)","ATM"
"HARP syndrome, 607236 (3)","PANK2"
"Lethal congenital contracture syndrome 5, 615368 (3)","DNM2"
"Basel-Vanagait-Smirin-Yosef syndrome, 616449 (3)","PTOV2"
"Fibrochondrogenesis 2, 614524 (3)","DFNB53"
"Vitreoretinopathy, neovascular inflammatory, 193235 (3)","HTRA3"
"Microcephaly 22, primary, autosomal recessive, 617984 (3)","NCAPD3"
"?Perrault syndrome 2, 614926 (3)","HARSL"
"Fanconi anemia, complementation group O, 613390 (3)","BROVCA3"
"Arthrogryposis multiplex congenita, distal, type 2B, 601680 (3)","TNNI2"
"Bardet-Biedl syndrome 13, 615990 (3)","BBS13"
"Epilepsy, familial temporal lobe, 5, 614417 (3)","FEB11"
"Peroxisome biogenesis disorder 3B, 266510 (3)","PBD3A"
"Glaucoma 3, primary congenital, D, 613086 (3)","LTBP3"
"Pontocerebellar hypoplasia, type 1D, 618065 (3)","PCH1D"
"Erythrokeratodermia variabilis et progressiva 3, 617525 (3)","HSS"
"Dentinogenesis imperfecta, Shields type III, 125500 (3)","DPP"
"{Diabetes mellitus, noninsulin-dependent}, 125853 (3)","IRS2"
"Cardiomyopathy, hypertrophic, 3, 115196 (3)","CMH3"
"{Craniosynostosis 5, susceptibility to}, 615529 (3)","ALX4"
"Peroxisome biogenesis disorder 5B, 614867 (3)","PBD5A"
"?Microcephaly 14, primary, autosomal recessive, 616402 (3)","SAS6"
"Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies, 617755 (3)","FAC1"
"Prion disease with protracted course, 606688 (3)","PRIP"
"{Obesity, susceptibility to}, 601665 (3)","NPPS"
"Ocular albinism, type I, Nettleship-Falls type, 300500 (3)","OA1"
"{?Erythroleukemia, familial, susceptibility to}, 133180 (3)","ERBB3"
"Proteasome-associated autoinflammatory syndrome 1 and digenic forms, 256040 (3)","RING10"
"{Macular degeneration, age-related, 4}, 610698 (3)","HF1"
"Dystonia-12, 128235 (3)","AHC2"
"Deafness, autosomal recessive 21, 603629 (3)","DFNA8"
"Geleophysic dysplasia 2, 614185 (3)","SSKS"
"{Mycobacterium tuberculosis, protection against}, 607948 (3)","BMIQ9"
"Craniometaphyseal dysplasia, autosomal recessive, 218400 (3)","HLHS1"
"{Hepatitis C virus, response to therapy of}, 609532 (3)","IFG"
"{Lung cancer susceptibility} (2)","LNCR1"
"Dystonia, DOPA-responsive, with or without hyperphenylalaninemia, 128230 (3)","GCH1"
"?Otofaciocervical syndrome, 166780 (3)","EYA1"
"Alpha-1-antichymotrypsin deficiency (3)","SERPINA3"
"Mental retardation, autosomal dominant 22, 612337 (3)","ZNF238"
"Phospholipid phosphatase 6, 611666 (3)","PPAPDC2"
"Pelger-Huet anomaly with mild skeletal anomalies, 618019 (3)","LBR"
"Salla disease, 604369 (3)","SLD"
"Scaphocephaly and Axenfeld-Rieger anomaly (3)","BEK"
"Cerebral creatine deficiency syndrome 2, 612736 (3)","CCDS2"
"Chromosome 3q29 microdeletion syndrome (4)","MICRODEL3q29"
"Epilepsy, familial focal, with variable foci 4, 617935 (3)","SCN3A"
"Ichthyosis, congenital, autosomal recessive 1, 242300 (3)","TGM1"
"Monilethrix, 158000 (3)","KRTHB1"
"Spastic paraplegia 23, 270750 (3)","CAKUT1"
"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia, 208920 (3)","APTX"
"Mirror movements 1 and/or agenesis of the corpus callosum, 157600 (3)","HGPPS2"
"Epileptic encephalopathy, early infantile, 30, 616341 (3)","SNF1LK"
"?Dyskeratosis congenita, autosomal recessive 7, 616553 (3)","PIP1"
"Anemia, sideroblastic, with ataxia, 301310 (3)","ABC7"
"Chromosome 16p12.2-p11.2 deletion syndrome (4)","C16DELp12.1p11.2"
"{Spermatogenic failure, susceptibility to} (3)","DAZL"
"{Thromboembolism, susceptibility to}, 188050 (3)","MTHFR"
"Mental retardation, autosomal dominant 9, 614255 (3)","SPG30"
"Muscular dystrophy, limb-girdle, autosomal recessive 10, 608807 (3)","TMD"
"Propionicacidemia, 606054 (3)","PCCA"
"Retinitis pigmentosa 26, 608380 (3)","CERKL"
"Insensitivity to pain, congenital, 243000 (3)","SCN9A"
"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13, 615287 (3)","B3GNT1"
"Thyroid carcinoma, papillary, with papillary renal neoplasia (2)","PRN1"
"Chromosome 2q31.2 deletion syndrome (4)","DEL2q31"
"Cranioectodermal dysplasia 1, 218330 (3)","CED1"
"?Deafness, autosomal dominant 70, 616968 (3)","DFNA70"
"?Mental retardation, X-linked 91, 300577 (3)","MRX91"
"Central hypoventilation syndrome, 209880 (3)","HSCR3"
"Emphysema-cirrhosis, due to AAT deficiency, 613490 (3)","PI"
"Apparent mineralocorticoid excess, 218030 (3)","HSD11B2"
"Cataract 25 (2)","CTRCT25"
"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1, 613155 (3)","MDDGB1"
"?Optic atrophy 11, 617302 (3)","OPA11"
"SHORT syndrome, 269880 (3)","GRB1"
"Periodic fever, menstrual cycle dependent, 614674 (3)","PFMCD"
"46XY sex reversal 3, 612965 (3)","FTZF1"
"Cone-rod dystrophy 19, 615860 (3)","TTLL5"
"{Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 (3)","NEIMY"
"Mental retardation, autosomal recessive 12, 611090 (3)","EIEE15"
"Microcephaly 3, primary, autosomal recessive, 604804 (3)","MCPH3"
"[Uric acid concentration, serum, QTL4], 612671 (3)","NPT4"
"46XY sex reversal 1, 400044 (3)","SRY"
"Atelosteogenesis, type I, 108720 (3)","SCT"
"Ciliary dyskinesia, primary, 11, 612649 (3)","CILD11"
"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6, 608840 (3)","LARGE"
"?Ciliary dyskinesia, primary, 37, 617577 (3)","HL11"
"?Testicular anomalies with or without congenital heart disease, 615542 (3)","GATA4"
"?Choanal atresia and lymphedema, 613611 (3)","PEZ"
"Anterior segment dysgenesis 3, multiple subtypes, 601631 (3)","IRID1"
"Leukemia, acute lymphoblastic, somatic, 613065 (3)","GNB1"
"Migraine, familial hemiplegic, 1, 141500 (3)","CACNA1A"
"Sialuria, 269921 (3)","NM"
"Dystonia-11, myoclonic, 159900 (3)","DYT11"
"Lymphoma, non-Hodgkin, somatic, 605027 (3)","CASP10"
"Mandibulofacial dysostosis with alopecia, 616367 (3)","EDNRA"
"{Nicotine dependence, susceptibility to}, 612052 (3)","LNCR2"
"Spastic ataxia 1, autosomal dominant, 108600 (3)","SPAX1"
"Ceroid lipofuscinosis, neuronal, 2, 204500 (3)","TPP1"
"[Skin/hair/eye pigmentation 6, blue/green eyes], 210750 (3)","SLC24A4"
"{Maturity-onset diabetes of the young, type 14}, 616511 (3)","APPL1"
"{High density lipoprotein cholesterol level QTL 7} (3)","QME"
"Adenocarcinoma of lung, somatic, 211980 (3)","ERBB2"
"Becker muscular dystrophy, 300376 (3)","BMD"
"Frontometaphyseal dysplasia 1, 305620 (3)","CVD1"
"Myotonic dystrophy 2, 602668 (3)","ZNF9"
"?Neuropathy, hereditary sensory and autonomic, type VI, 614653 (3)","BPAG1"
"Cone-rod dystrophy 6, 601777 (3)","RCD2"
"Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3)","LAMNB2"
"Mulibrey nanism, 253250 (3)","KIAA0898"
"Congenital heart defects, multiple types, 3 (2)","CHDT3"
"Pallister-Killian syndrome (4)","PKS"
"Pulmonary venoocclusive disease 2, 234810 (3)","GCN2"
"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)","BMND12"
"Dyskeratosis congenita, autosomal dominant 4, 615190 (3)","KIAA1088"
"Thalassemias, alpha-, 604131 (3)","METHBA"
"{?Allergy and asthma susceptibility} (2)","IGES"
"Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3)","CCFDN"
"Mental retardation, autosomal dominant 24, 615828 (3)","MRD24"
"{Colorectal cancer, susceptibility to, 6} (2)","CRCS6"
"[Erythrocytosis, familial, 1], 133100 (3)","EPOR"
"{Glioma susceptibility 2}, 613028 (3)","GLM2"
"Cornelia de Lange syndrome 5, 300882 (3)","CDLS5"
"Phospholipid phosphatase 6, 611666 (3)","PLPP6"
"Athabaskan brainstem dysgenesis syndrome, 601536 (3)","BSAS"
"Cowden syndrome 1, 158350 (3)","CWS1"
"Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency, 616326 (3)","CMS1D"
"Polyposis, juvenile intestinal, 174900 (3)","ALK3"
"?Dyskinesia, seizures, and intellectual developmental disorder, 617171 (3)","MRD24"
"Chronic atrial and intestinal dysrhythmia, 616201 (3)","SGOL1"
"{Breast cancer, invasive ductal}, 114480 (3)","RAD54L"
"Brain small vessel disease with or without ocular anomalies, 607595 (3)","POREN1"
"Colon cancer, advanced, somatic, 114500 (3)","SRC"
"Renal cysts and diabetes syndrome, 137920 (3)","HNF2"
"{Codeine sensitivity}, 608902 (3)","P450DB1"
"Hemochromatosis, 235200 (3)","TFQTL2"
"3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 (3)","HIBCH"
"Malignant fibrous histiocytoma (2)","MASL1"
"Helsmoortel-van der Aa syndrome, 615873 (3)","HVDAS"
"Microphthalmia, isolated 7, 613704 (3)","KFS3"
"Elliptocytosis-2, 130600 (3)","EL2"
"Diarrhea 1, secretory chloride, congenital, 214700 (3)","DRA"
"Fibromatosis, gingival, 5, 617626 (3)","HGF5"
"Spherocytosis, type 4, 612653 (3)","SPH4"
"MODY, type IV, 606392 (3)","PAGEN1"
"NOR polyagglutination syndrome, 111400 (3)","A4GALT"
"{Myocardial infarction, susceptibility to} (3)","DCP1"
"Papillon-Lefevre syndrome, 245000 (3)","PALS"
"{HIV-1, susceptibility to}, 609423 (3)","GVHDS"
"Cardiomyopathy, hypertrophic, 24, 601493 (3)","CMH24"
"Malouf syndrome, 212112 (3)","LMNA"
"Mental retardation, X-linked, syndromic, Houge type, 301008 (3)","KIAA0902"
"?Bardet-Biedl syndrome 15, 615992 (3)","BBS15"
"Brown-Vialetto-Van Laere syndrome 2, 614707 (3)","SLC52A2"
"Hypogonadotropic hypogonadism 7 without anosmia, 146110 (3)","GNRHR"
"Neural tube defects, 182940 (3)","FUZ"
"?Nephrotic syndrome, type 19, 618178 (3)","NUP160"
"Fanconi anemia, complementation group Q, 615272 (3)","XFEPS"
"Neuropathy, hereditary sensory and autonomic, type IC, 613640 (3)","NSAN1C"
"{?IgA nephropathy, susceptibility to, 3}, 616818 (3)","IGAN3"
"Cardiomyopathy, dilated, 1CC, 613122 (3)","CMD1CC"
"Epidermolysis bullosa dystrophica, AD, 131750 (3)","COL7A1"
"Deafness, autosomal recessive 70, 614934 (3)","OLD35"
"Leukemia, acute promyelocytic, PML/RARA type (3)","PML"
"?Combined oxidative phosphorylation deficiency 19, 615595 (3)","ISD11"
"Cystinuria, 220100 (3)","D2H"
"Shaheen syndrome, 615328 (3)","KIAA1134"
"?Complement factor B deficiency, 615561 (3)","CFBD"
"Microphthalmia, syndromic 5, 610125 (3)","OTX2"
"Pitt-Hopkins syndrome, 610954 (3)","FECD3"
"Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4, 613152 (3)","LGMDR13"
"?Spinocerebellar ataxia 43, 617018 (3)","MME"
"Long QT syndrome 6, 613693 (3)","ATFB4"
"Lowe syndrome, 309000 (3)","OCRL"
"{Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)","KRT8"
"Smith-McCort dysplasia, 607326 (3)","DMC"
"Chromosome 2p16.1-p15 deletion syndrome (4)","DEL2p16.1-p15"
"DNA topoisomerase I, camptothecin-resistant (3)","TOP1"
"Multiple mitochondrial dysfunctions syndrome 5, 617613 (3)","ISCA1"
"?Pontocerebellar hypoplasia, type 3, 608027 (3)","PCLO"
"Hypomyelinating neuropathy, congenital, 1, 605253 (3)","CHN1"
"Emberger syndrome, 614038 (3)","MONOMAC"
"[Skin/hair/eye pigmentation 5, dark/fair skin], 227240 (3)","MATP"
"{Breast cancer, protection against}, 114480 (3)","MCH5"
"{Systemic lupus erythematosus, susceptibility to}, 152700 (3)","HERNS"
"Developmental delay and seizures with or without movement abnormalities, 617836 (3)","DEDSM"
"Trypsinogen deficiency, 614044 (1)","PRSS1"
"Joubert syndrome 19, 614844 (3)","OAZ"
"?Cardiomyopathy, dilated, 1M, 607482 (3)","CMD1M"
"?Microcephaly 16, primary, autosomal recessive, 616681 (3)","LEM4"
"Colorectal cancer, hereditary nonpolyposis, type 5, 614350 (3)","GTBP"
"Microphthalmia, isolated, with coloboma 7, 614497 (3)","DUH3"
"Cone-rod dystrophy 21, 616502 (3)","CORD21"
