"symbol","haploinsufficiency","triplosensitivity","online_report","date"
"NCF4","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NCF4&subject=","2017-06-01"
"NCKAP1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NCKAP1&subject=","2019-08-28"
"NDE1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDE1&subject=","2017-06-01"
"NDN","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDN&subject=","2017-05-31"
"NDP","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDP&subject=","2019-08-22"
"NDRG1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDRG1&subject=","2018-11-12"
"NDUFA1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFA1&subject=","2017-06-13"
"NDUFA10","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFA10&subject=","2018-10-17"
"NDUFAF1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFAF1&subject=","2018-10-16"
"NDUFAF2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFAF2&subject=","2018-11-12"
"NDUFAF5","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFAF5&subject=","2018-10-17"
"NDUFB3","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFB3&subject=","2017-05-31"
"NDUFS4","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFS4&subject=","2018-10-17"
"NDUFS6","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFS6&subject=","2018-10-23"
"NDUFS7","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFS7&subject=","2018-10-16"
"NDUFS8","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFS8&subject=","2018-11-12"
"NDUFV1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFV1&subject=","2017-05-31"
"NDUFV2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NDUFV2&subject=","2018-10-18"
"NEBL","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NEBL&subject=","2017-06-01"
"NEDD9","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NEDD9&subject=","2019-02-27"
"NEFL","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NEFL&subject=","2018-09-17"
"NEK1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NEK1&subject=","2017-05-31"
"NELFA","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NELFA&subject=","2017-05-31"
"NEXMIF","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NEXMIF&subject=","2019-08-28"
"NF1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NF1&subject=","2019-08-22"
"NF2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NF2&subject=","2019-08-14"
"NFIA","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NFIA&subject=","2019-08-22"
"NGLY1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NGLY1&subject=","2017-09-11"
"NHP2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NHP2&subject=","2019-01-07"
"NHS","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NHS&subject=","2019-08-22"
"NIPA1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NIPA1&subject=","2017-05-31"
"NIPA2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NIPA2&subject=","2017-05-31"
"NIPBL","Sufficient Evidence for Haploinsufficiency","Minimal Evidence for Triplosensitiivty","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NIPBL&subject=","2019-08-13"
"NKX2-5","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NKX2-5&subject=","2019-08-13"
"NKX3-2","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NKX3-2&subject=","2017-05-31"
"NLGN1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NLGN1&subject=","2017-05-31"
"NLGN3","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NLGN3&subject=","2018-10-10"
"NNAT","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NNAT&subject=","2017-05-31"
"NODAL","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NODAL&subject=","2017-06-01"
"NOTCH2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NOTCH2&subject=","2017-05-31"
"NPC1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NPC1&subject=","2017-05-31"
"NPHP1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NPHP1&subject=","2017-05-31"
"NPHP4","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NPHP4&subject=","2018-10-17"
"NPHS1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NPHS1&subject=","2018-11-12"
"NPTX2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NPTX2&subject=","2017-05-31"
"NR0B1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NR0B1&subject=","2019-08-22"
"NR2F1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NR2F1&subject=","2017-05-11"
"NR2F2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NR2F2&subject=","2017-05-31"
"NR3C2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NR3C2&subject=","2019-08-28"
"NR5A1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NR5A1&subject=","2019-08-22"
"NRG3","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NRG3&subject=","2017-05-31"
"NRXN1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NRXN1&subject=","2019-08-22"
"NSD1","Sufficient Evidence for Haploinsufficiency","Minimal Evidence for Triplosensitiivty","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NSD1&subject=","2019-08-13"
"NSD2","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NSD2&subject=","2017-06-01"
"NSDHL","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NSDHL&subject=","2019-08-22"
"NTAN1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NTAN1&subject=","2018-09-17"
"NXF5","Minimal Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NXF5&subject=","2017-06-01"
"NYX","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=NYX&subject=","2019-08-22"
"OAT","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OAT&subject=","2018-10-17"
"OBSL1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OBSL1&subject=","2018-10-25"
"OCA2","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OCA2&subject=","2017-05-31"
"OCLN","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OCLN&subject=","2018-11-12"
"OCRL","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OCRL&subject=","2019-08-22"
"OFD1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OFD1&subject=","2019-08-22"
"OPHN1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OPHN1&subject=","2019-08-22"
"OR5AU1","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OR5AU1&subject=","2017-05-31"
"ORC4","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ORC4&subject=","2017-05-31"
"ORC6","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ORC6&subject=","2017-06-01"
"OSBPL5","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OSBPL5&subject=","2017-05-31"
"OSTM1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OSTM1&subject=","2018-10-17"
"OTC","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTC&subject=","2019-08-22"
"OTOA","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTOA&subject=","2018-10-16"
"OTOF","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTOF&subject=","2018-10-17"
"OTOGL","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTOGL&subject=","2018-10-22"
"OTUD7A","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTUD7A&subject=","2018-04-27"
"OTX2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OTX2&subject=","2019-08-14"
"OXCT1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=OXCT1&subject=","2017-05-31"
"P3H1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=P3H1&subject=","2017-05-31"
"PAFAH1B1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAFAH1B1&subject=","2019-08-22"
"PAH","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAH&subject=","2017-12-06"
"PAK2","Minimal Evidence for Haploinsufficiency","Minimal Evidence for Triplosensitiivty","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAK2&subject=","2017-06-01"
"PAK3","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAK3&subject=","2017-09-20"
"PARK7","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PARK7&subject=","2018-10-18"
"PAX1","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX1&subject=","2018-11-12"
"PAX2","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX2&subject=","2019-08-22"
"PAX3","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX3&subject=","2019-08-22"
"PAX6","Sufficient Evidence for Haploinsufficiency","Minimal Evidence for Triplosensitiivty","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX6&subject=","2019-08-22"
"PAX8","Some Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX8&subject=","2017-05-31"
"PAX9","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PAX9&subject=","2019-08-14"
"PC","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PC&subject=","2018-10-17"
"PCARE","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCARE&subject=","2017-12-06"
"PCCA","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCCA&subject=","2018-11-13"
"PCDH15","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCDH15&subject=","2018-10-22"
"PCDH19","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCDH19&subject=","2019-08-22"
"PCDH9","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCDH9&subject=","2017-05-31"
"PCSK9","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCSK9&subject=","2017-06-01"
"PCYT1A","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PCYT1A&subject=","2018-10-17"
"PDE4D","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PDE4D&subject=","2018-02-02"
"PDE6C","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PDE6C&subject=","2018-10-25"
"PDHA1","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PDHA1&subject=","2019-08-22"
"PDHX","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PDHX&subject=","2017-05-31"
"PDP1","Gene Associated with Autosomal Recessive Phenotype",NULL,"https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=PDP1&subject=","2017-06-01"
